error,category,name,url
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,thtang/ML2017FALL,https://github.com/thtang/ML2017FALL.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,root-project/root,https://github.com/root-project/root.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,bernhardrieder/PCGML-Game-Mechanics,https://github.com/bernhardrieder/PCGML-Game-Mechanics.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,erreurt/MahjongAI,https://github.com/erreurt/MahjongAI.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,srihari-humbarwadi/DeepLabV3_Plus-Tensorflow2.0,https://github.com/srihari-humbarwadi/DeepLabV3_Plus-Tensorflow2.0.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,tonybeltramelli/pix2code,https://github.com/tonybeltramelli/pix2code.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,mobfarm/FastPdfKit,https://github.com/mobfarm/FastPdfKit.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,paypal/PayPal-iOS-SDK,https://github.com/paypal/PayPal-iOS-SDK.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,PINTO0309/Tensorflow-bin,https://github.com/PINTO0309/Tensorflow-bin.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,NCBI-Hackathons/ATACFlow,https://github.com/NCBI-Hackathons/ATACFlow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,bdqnghi/bi-tbcnn,https://github.com/bdqnghi/bi-tbcnn.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Mquinn960/sign-language,https://github.com/Mquinn960/sign-language.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,sanstorik/server_face_recognition,https://github.com/sanstorik/server_face_recognition.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,fossasia/open-event,https://github.com/fossasia/open-event.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,iszhaoxin/my-notebook,https://github.com/iszhaoxin/my-notebook.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,fritzlabs/fritz-repository,https://github.com/fritzlabs/fritz-repository.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,fossasia/fossasia-artwork,https://github.com/fossasia/fossasia-artwork.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,yao8839836/text_gcn,https://github.com/yao8839836/text_gcn.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,timothyyu/ml_monorepo,https://github.com/timothyyu/ml_monorepo.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,alexdrone/Render,https://github.com/alexdrone/Render.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Ewenwan/MVision,https://github.com/Ewenwan/MVision.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,aquaskyline/Clairvoyante,https://github.com/aquaskyline/Clairvoyante.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,x4nth055/emotion-recognition-using-speech,https://github.com/x4nth055/emotion-recognition-using-speech.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,yashkant/Padam-Tensorflow,https://github.com/yashkant/Padam-Tensorflow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,scott0123/1-HP-Wizard,https://github.com/scott0123/1-HP-Wizard.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ngchc/deepBoosting,https://github.com/ngchc/deepBoosting.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ColasGael/Machine-Learning-for-Solar-Energy-Prediction,https://github.com/ColasGael/Machine-Learning-for-Solar-Energy-Prediction.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,zukako0930/street2shopTriplet,https://github.com/zukako0930/street2shopTriplet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,InstitutoDOr/FriendENGINE,https://github.com/InstitutoDOr/FriendENGINE.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,undertheseanlp/sentiment,https://github.com/undertheseanlp/sentiment.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,kermitt2/grobid,https://github.com/kermitt2/grobid.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,RasaHQ/rasa_core,https://github.com/RasaHQ/rasa_core.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,boudinfl/ake-datasets,https://github.com/boudinfl/ake-datasets.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,fossasia/open-event-wsgen,https://github.com/fossasia/open-event-wsgen.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,emacs-mirror/emacs,https://github.com/emacs-mirror/emacs.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,charlesXu86/Chatbot_CN,https://github.com/charlesXu86/Chatbot_CN.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,maelfabien/Multimodal-Emotion-Recognition,https://github.com/maelfabien/Multimodal-Emotion-Recognition.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,kfoynt/LocalGraphClustering,https://github.com/kfoynt/LocalGraphClustering.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,daniel-muthukrishna/astrodash,https://github.com/daniel-muthukrishna/astrodash.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,tensorspace-team/tensorspace,https://github.com/tensorspace-team/tensorspace.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,NeymarL/ChineseChess-AlphaZero,https://github.com/NeymarL/ChineseChess-AlphaZero.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,montefiore-ai/hypothesis,https://github.com/montefiore-ai/hypothesis.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ttgump/scDeepCluster,https://github.com/ttgump/scDeepCluster.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,claritylab/lucida,https://github.com/claritylab/lucida.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,renard314/textfairy,https://github.com/renard314/textfairy.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,nonamestreet/weixin_public_corpus,https://github.com/nonamestreet/weixin_public_corpus.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,robcog-iai/RobCoG,https://github.com/robcog-iai/RobCoG.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,undertheseanlp/classification,https://github.com/undertheseanlp/classification.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,sigmaai/self-driving-golf-cart,https://github.com/sigmaai/self-driving-golf-cart.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Koziev/chatbot,https://github.com/Koziev/chatbot.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,philipperemy/FX-1-Minute-Data,https://github.com/philipperemy/FX-1-Minute-Data.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,offensive-security/kali-nethunter,https://github.com/offensive-security/kali-nethunter.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,DeFacto/DeFactoNLP,https://github.com/DeFacto/DeFactoNLP.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,CCNHsK-Dev/SyPB,https://github.com/CCNHsK-Dev/SyPB.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,IShengFang/SpectralNormalizationKeras,https://github.com/IShengFang/SpectralNormalizationKeras.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,NVIDIAGameWorks/PhysX-3.4,https://github.com/NVIDIAGameWorks/PhysX-3.4.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,omichel/webots,https://github.com/omichel/webots.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,bricewalker/Hey-Jetson,https://github.com/bricewalker/Hey-Jetson.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,damien911224/theWorldInSafety,https://github.com/damien911224/theWorldInSafety.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Picovoice/Porcupine,https://github.com/Picovoice/Porcupine.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,moj-analytical-services/pq-tool,https://github.com/moj-analytical-services/pq-tool.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,mo3pheus/MarsRover,https://github.com/mo3pheus/MarsRover.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,adobe-fonts/source-han-serif,https://github.com/adobe-fonts/source-han-serif.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,adobe-fonts/source-han-sans,https://github.com/adobe-fonts/source-han-sans.git 
